,UniProt ID,Nb_interactions,Gene Name,Name
2369,P56385,1,ATP5I,"ATP synthase subunit e, mitochondrial"
2370,P28062,1,PSMB8,Proteasome subunit beta type-8
2371,P60842,1,EIF4A1,Eukaryotic initiation factor 4A-I
2372,P60900,1,PSMA6,Proteasome subunit alpha type-6
2373,P61457,1,PCBD1,Pterin-4-alpha-carbinolamine dehydratase
2374,P62136,1,PPP1CA,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit
2375,P26572,1,MGAT1,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"
2376,P26639,1,TARS,"Threonine--tRNA ligase, cytoplasmic"
2377,P61604,1,HSPE1,"10 kDa heat shock protein, mitochondrial"
2378,P61587,1,RND3,Rho-related GTP-binding protein RhoE
2379,P61586,1,RHOA,Transforming protein RhoA
2380,P26640,1,VARS,Valine--tRNA ligase
2381,P60903,1,S100A10,Protein S100-A10
2382,P61278,1,SST,Somatostatin
2383,P27348,1,YWHAQ,14-3-3 protein theta
2384,P27448,1,MARK3,MAP/microtubule affinity-regulating kinase 3
2385,P27635,1,RPL10,60S ribosomal protein L10
2386,P27695,1,APEX1,DNA-(apurinic or apyrimidinic site) lyase
2387,P60981,1,DSTN,Destrin
2388,P56282,1,POLE2,DNA polymerase epsilon subunit 2
2389,P29320,1,EPHA3,Ephrin type-A receptor 3
2390,P62241,1,RPS8,40S ribosomal protein S8
2391,P55789,1,GFER,FAD-linked sulfhydryl oxidase ALR
2392,P30305,1,CDC25B,M-phase inducer phosphatase 2
2393,P30419,1,NMT1,Glycylpeptide N-tetradecanoyltransferase 1
2394,P54578,1,USP14,Ubiquitin carboxyl-terminal hydrolase 14
2395,P54368,1,OAZ1,Ornithine decarboxylase antizyme 1
2396,P54317,1,PNLIPRP2,Pancreatic lipase-related protein 2
2397,P54278,1,PMS2,Mismatch repair endonuclease PMS2
2398,P30711,1,GSTT1,Glutathione S-transferase theta-1
2399,P53805,1,RCAN1,Calcipressin-1
2400,P30837,1,ALDH1B1,"Aldehyde dehydrogenase X, mitochondrial"
2401,P53671,1,LIMK2,LIM domain kinase 2
2402,P30838,1,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring"
2403,P30988,1,CALCR,Calcitonin receptor
2404,P31025,1,LCN1,Lipocalin-1
2405,P53597,1,SUCLG1,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial"
2406,P31153,1,MAT2A,S-adenosylmethionine synthase isoform type-2
2407,P54652,1,HSPA2,Heat shock-related 70 kDa protein 2
2408,P30301,1,MIP,Lens fiber major intrinsic protein
2409,P30273,1,FCER1G,High affinity immunoglobulin epsilon receptor subunit gamma
2410,P29590,1,PML,Protein PML
2411,P29322,1,EPHA8,Ephrin type-A receptor 8
2412,P29376,1,LTK,Leukocyte tyrosine kinase receptor
2413,P29377,1,S100G,Protein S100-G
2414,P55196,1,MLLT4,Afadin
2415,P29401,1,TKT,Transketolase
2416,P55073,1,DIO3,Thyroxine 5-deiodinase
2417,P29803,1,PDHA2,"Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial"
2418,P30086,1,PEBP1,Phosphatidylethanolamine-binding protein 1
2419,P54886,1,ALDH18A1,Delta-1-pyrroline-5-carboxylate synthase
2420,P29973,1,CNGA1,cGMP-gated cation channel alpha-1
2421,P54802,1,NAGLU,Alpha-N-acetylglucosaminidase
2422,P54764,1,EPHA4,Ephrin type-A receptor 4
2423,P54762,1,EPHB1,Ephrin type-B receptor 1
2424,P30038,1,ALDH4A1,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial"
2425,P26196,1,DDX6,Probable ATP-dependent RNA helicase DDX6
2426,P25815,1,S100P,Protein S100-P
2427,P53041,1,PPP5C,Serine/threonine-protein phosphatase 5
2428,P78527,1,PRKDC,DNA-dependent protein kinase catalytic subunit
2429,P98155,1,VLDLR,Very low-density lipoprotein receptor
2430,P21333,1,FLNA,Filamin-A
2431,P21452,1,TACR2,Substance-K receptor
2432,P21453,1,S1PR1,Sphingosine 1-phosphate receptor 1
2433,P82251,1,SLC7A9,"b(0,+)-type amino acid transporter 1"
2434,P21462,1,FPR1,fMet-Leu-Phe receptor
2435,P21589,1,NT5E,5'-nucleotidase
2436,P21673,1,SAT1,Diamine acetyltransferase 1
2437,P21709,1,EPHA1,Ephrin type-A receptor 1
2438,P21926,1,CD9,CD9 antigen
2439,P80297,1,MT1X,Metallothionein-1X
2440,P80294,1,MT1H,Metallothionein-1H
2441,P22001,1,KCNA3,Potassium voltage-gated channel subfamily A member 3
2442,P80075,1,CCL8,C-C motif chemokine 8
2443,P78559,1,MAP1A,Microtubule-associated protein 1A
2444,P98164,1,LRP2,Low-density lipoprotein receptor-related protein 2
2445,P21291,1,CSRP1,Cysteine and glycine-rich protein 1
2446,P21266,1,GSTM3,Glutathione S-transferase Mu 3
2447,P20061,1,TCN1,Transcobalamin-1
2448,Q01995,1,TAGLN,Transgelin
2449,P19835,1,CEL,Bile salt-activated lipase
2450,P19878,1,NCF2,Neutrophil cytosol factor 2
2451,P19883,1,FST,Follistatin
2452,P19971,1,TYMP,Thymidine phosphorylase
2453,Q01581,1,HMGCS1,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic"
2454,P20292,1,ALOX5AP,Arachidonate 5-lipoxygenase-activating protein
2455,P20823,1,HNF1A,Hepatocyte nuclear factor 1-alpha
2456,P20472,1,PVALB,Parvalbumin alpha
2457,P20594,1,NPR2,Atrial natriuretic peptide receptor 2
2458,Q00613,1,HSF1,Heat shock factor protein 1
2459,Q00537,1,CDK17,Cyclin-dependent kinase 17
2460,P20807,1,CAPN3,Calpain-3
2461,Q00532,1,CDKL1,Cyclin-dependent kinase-like 1
2462,P22061,1,PCMT1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase
2463,P22234,1,PAICS,Multifunctional protein ADE2
2464,P62269,1,RPS18,40S ribosomal protein S18
2465,P78417,1,GSTO1,Glutathione S-transferase omega-1
2466,P25024,1,CXCR1,C-X-C chemokine receptor type 1
2467,P25092,1,GUCY2C,Heat-stable enterotoxin receptor
2468,P62857,1,RPS28,40S ribosomal protein S28
2469,P62837,1,UBE2D2,Ubiquitin-conjugating enzyme E2 D2
2470,P25098,1,ADRBK1,Beta-adrenergic receptor kinase 1
2471,P62826,1,RAN,GTP-binding nuclear protein Ran
2472,P62807,1,HIST1H2BC,Histone H2B type 1-C/E/F/G/I
2473,P62753,1,RPS6,40S ribosomal protein S6
2474,P25116,1,F2R,Proteinase-activated receptor 1
2475,P62736,1,ACTA2,"Actin, aortic smooth muscle"
2476,P25786,1,PSMA1,Proteasome subunit alpha type-1
2477,P25787,1,PSMA2,Proteasome subunit alpha type-2
2478,P62316,1,SNRPD2,Small nuclear ribonucleoprotein Sm D2
2479,P25789,1,PSMA4,Proteasome subunit alpha type-4
2480,P62277,1,RPS13,40S ribosomal protein S13
2481,P62993,1,GRB2,Growth factor receptor-bound protein 2
2482,P23945,1,FSHR,Follicle-stimulating hormone receptor
2483,P23469,1,PTPRE,Receptor-type tyrosine-protein phosphatase epsilon
2484,P22830,1,FECH,"Ferrochelatase, mitochondrial"
2485,P22309,1,UGT1A1,UDP-glucuronosyltransferase 1-1
2486,P78356,1,PIP4K2B,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta
2487,P22352,1,GPX3,Glutathione peroxidase 3
2488,P78348,1,ASIC1,Acid-sensing ion channel 1
2489,P22392,1,NME2,Nucleoside diphosphate kinase B
2490,P22749,1,GNLY,Granulysin
2491,P22891,1,PROZ,Vitamin K-dependent protein Z
2492,P63104,1,YWHAZ,14-3-3 protein zeta/delta
2493,P67936,1,TPM4,Tropomyosin alpha-4 chain
2494,P23258,1,TUBG1,Tubulin gamma-1 chain
2495,P23276,1,KEL,Kell blood group glycoprotein
2496,P23297,1,S100A1,Protein S100-A1
2497,P63244,1,RACK1,Receptor of activated protein C kinase 1
2498,P63151,1,PPP2R2A,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform
2499,P31260,1,HOXA10,Homeobox protein Hox-A10
2500,P53004,1,BLVRA,Biliverdin reductase A
2501,P19525,1,EIF2AK2,"Interferon-induced, double-stranded RNA-activated protein kinase"
2502,P40763,1,STAT3,Signal transducer and activator of transcription 3
2503,P48764,1,SLC9A3,Sodium/hydrogen exchanger 3
2504,P37802,1,TAGLN2,Transgelin-2
2505,P48729,1,CSNK1A1,Casein kinase I isoform alpha
2506,P48723,1,HSPA13,Heat shock 70 kDa protein 13
2507,P48664,1,SLC1A6,Excitatory amino acid transporter 4
2508,P48651,1,PTDSS1,Phosphatidylserine synthase 1
2509,P38936,1,CDKN1A,Cyclin-dependent kinase inhibitor 1
2510,P48552,1,NRIP1,Nuclear receptor-interacting protein 1
2511,P48551,1,IFNAR2,Interferon alpha/beta receptor 2
2512,P39019,1,RPS19,40S ribosomal protein S19
2513,P48547,1,KCNC1,Potassium voltage-gated channel subfamily C member 1
2514,P48544,1,KCNJ5,G protein-activated inward rectifier potassium channel 4
2515,P40261,1,NNMT,Nicotinamide N-methyltransferase
2516,P40306,1,PSMB10,Proteasome subunit beta type-10
2517,P40394,1,ADH7,Alcohol dehydrogenase class 4 mu/sigma chain
2518,P37108,1,SRP14,Signal recognition particle 14 kDa protein
2519,P49069,1,CAMLG,Calcium signal-modulating cyclophilin ligand
2520,P37058,1,HSD17B3,Testosterone 17-beta-dehydrogenase 3
2521,P36955,1,SERPINF1,Pigment epithelium-derived factor
2522,P49619,1,DGKG,Diacylglycerol kinase gamma
2523,P49591,1,SARS,"Serine--tRNA ligase, cytoplasmic"
2524,P49589,1,CARS,"Cysteine--tRNA ligase, cytoplasmic"
2525,P49588,1,AARS,"Alanine--tRNA ligase, cytoplasmic"
2526,P36578,1,RPL4,60S ribosomal protein L4
2527,P36952,1,SERPINB5,Serpin B5
2528,P49366,1,DHPS,Deoxyhypusine synthase
2529,P49189,1,ALDH9A1,4-trimethylaminobutyraldehyde dehydrogenase
2530,P36956,1,SREBF1,Sterol regulatory element-binding protein 1
2531,P36959,1,GMPR,GMP reductase 1
2532,P49336,1,CDK8,Cyclin-dependent kinase 8
2533,P36969,1,GPX4,"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial"
2534,P37023,1,ACVRL1,Serine/threonine-protein kinase receptor R3
2535,P49247,1,RPIA,Ribose-5-phosphate isomerase
2536,P40616,1,ARL1,ADP-ribosylation factor-like protein 1
2537,P40933,1,IL15,Interleukin-15
2538,P49720,1,PSMB3,Proteasome subunit beta type-3
2539,P40939,1,HADHA,"Trifunctional enzyme subunit alpha, mitochondrial"
2540,P43004,1,SLC1A2,Excitatory amino acid transporter 2
2541,P46782,1,RPS5,40S ribosomal protein S5
2542,P46781,1,RPS9,40S ribosomal protein S9
2543,A1L3X4,1,MT1DP,Putative metallothionein MT1DP
2544,P46734,1,MAP2K3,Dual specificity mitogen-activated protein kinase kinase 3
2545,P43026,1,GDF5,Growth/differentiation factor 5
2546,P46597,1,ASMT,Acetylserotonin O-methyltransferase
2547,P46459,1,NSF,Vesicle-fusing ATPase
2548,P46439,1,GSTM5,Glutathione S-transferase Mu 5
2549,P43080,1,GUCA1A,Guanylyl cyclase-activating protein 1
2550,P43353,1,ALDH3B1,Aldehyde dehydrogenase family 3 member B1
2551,P45973,1,CBX5,Chromobox protein homolog 5
2552,P45880,1,VDAC2,Voltage-dependent anion-selective channel protein 2
2553,P45877,1,PPIC,Peptidyl-prolyl cis-trans isomerase C
2554,P45844,1,ABCG1,ATP-binding cassette sub-family G member 1
2555,P46940,1,IQGAP1,Ras GTPase-activating-like protein IQGAP1
2556,P43003,1,SLC1A3,Excitatory amino acid transporter 1
2557,P42892,1,ECE1,Endothelin-converting enzyme 1
2558,P48047,1,ATP5O,"ATP synthase subunit O, mitochondrial"
2559,P41091,1,EIF2S3,Eukaryotic translation initiation factor 2 subunit 3
2560,P48067,1,SLC6A9,Sodium- and chloride-dependent glycine transporter 1
2561,P48066,1,SLC6A11,Sodium- and chloride-dependent GABA transporter 3
2562,P48065,1,SLC6A12,Sodium- and chloride-dependent betaine transporter
2563,P41250,1,GARS,Glycine--tRNA ligase
2564,P41252,1,IARS,"Isoleucine--tRNA ligase, cytoplasmic"
2565,P41968,1,MC3R,Melanocortin receptor 3
2566,P42858,1,HTT,Huntingtin
2567,P42338,1,PIK3CB,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform"
2568,P42357,1,HAL,Histidine ammonia-lyase
2569,P47944,1,MT4,Metallothionein-4
2570,P42679,1,MATK,Megakaryocyte-associated tyrosine-protein kinase
2571,P42766,1,RPL35,60S ribosomal protein L35
2572,P42768,1,WAS,Wiskott-Aldrich syndrome protein
2573,P49674,1,CSNK1E,Casein kinase I isoform epsilon
2574,P49747,1,COMP,Cartilage oligomeric matrix protein
2575,P52961,1,ART1,GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1
2576,P33151,1,CDH5,Cadherin-5
2577,P32004,1,L1CAM,Neural cell adhesion molecule L1
2578,P32019,1,INPP5B,"Type II inositol 1,4,5-trisphosphate 5-phosphatase"
2579,P32239,1,CCKBR,Gastrin/cholecystokinin type B receptor
2580,P32245,1,MC4R,Melanocortin receptor 4
2581,P51692,1,STAT5B,Signal transducer and activator of transcription 5B
2582,P51687,1,SUOX,"Sulfite oxidase, mitochondrial"
2583,P51686,1,CCR9,C-C chemokine receptor type 9
2584,P32320,1,CDA,Cytidine deaminase
2585,P51648,1,ALDH3A2,Fatty aldehyde dehydrogenase
2586,P51617,1,IRAK1,Interleukin-1 receptor-associated kinase 1
2587,P51606,1,RENBP,N-acylglucosamine 2-epimerase
2588,P51580,1,TPMT,Thiopurine S-methyltransferase
2589,P51570,1,GALK1,Galactokinase
2590,P32927,1,CSF2RB,Cytokine receptor common subunit beta
2591,P33032,1,MC5R,Melanocortin receptor 5
2592,P31949,1,S100A11,Protein S100-A11
2593,P31948,1,STIP1,Stress-induced-phosphoprotein 1
2594,P31943,1,HNRNPH1,Heterogeneous nuclear ribonucleoprotein H
2595,P52564,1,MAP2K6,Dual specificity mitogen-activated protein kinase kinase 6
2596,P31323,1,PRKAR2B,cAMP-dependent protein kinase type II-beta regulatory subunit
2597,P52848,1,NDST1,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1
2598,P52788,1,SMS,Spermine synthase
2599,P52758,1,HRSP12,Ribonuclease UK114
2600,P31327,1,CPS1,"Carbamoyl-phosphate synthase [ammonia], mitochondrial"
2601,P52597,1,HNRNPF,Heterogeneous nuclear ribonucleoprotein F
2602,P31785,1,IL2RG,Cytokine receptor common subunit gamma
2603,P51858,1,HDGF,Hepatoma-derived growth factor
2604,P31937,1,HIBADH,"3-hydroxyisobutyrate dehydrogenase, mitochondrial"
2605,P51970,1,NDUFA8,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8
2606,P51957,1,NEK4,Serine/threonine-protein kinase Nek4
2607,P51956,1,NEK3,Serine/threonine-protein kinase Nek3
2608,P31942,1,HNRNPH3,Heterogeneous nuclear ribonucleoprotein H3
2609,P51884,1,LUM,Lumican
2610,P51511,1,MMP15,Matrix metalloproteinase-15
2611,P33260,1,CYP2C18,Cytochrome P450 2C18
2612,P36021,1,SLC16A2,Monocarboxylate transporter 8
2613,P51164,1,ATP4B,Potassium-transporting ATPase subunit beta
2614,P35590,1,TIE1,Tyrosine-protein kinase receptor Tie-1
2615,P50052,1,AGTR2,Type-2 angiotensin II receptor
2616,P49916,1,LIG3,DNA ligase 3
2617,P49915,1,GMPS,GMP synthase [glutamine-hydrolyzing]
2618,P49913,1,CAMP,Cathelicidin antimicrobial peptide
2619,P35625,1,TIMP3,Metalloproteinase inhibitor 3
2620,P35626,1,ADRBK2,Beta-adrenergic receptor kinase 2
2621,P49862,1,KLK7,Kallikrein-7
2622,P35749,1,MYH11,Myosin-11
2623,P49840,1,GSK3A,Glycogen synthase kinase-3 alpha
2624,P49821,1,NDUFV1,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"
2625,P35754,1,GLRX,Glutaredoxin-1
2626,P49788,1,RARRES1,Retinoic acid receptor responder protein 1
2627,P35914,1,HMGCL,"Hydroxymethylglutaryl-CoA lyase, mitochondrial"
2628,P49760,1,CLK2,Dual specificity protein kinase CLK2
2629,P35579,1,MYH9,Myosin-9
2630,P35568,1,IRS1,Insulin receptor substrate 1
2631,P50281,1,MMP14,Matrix metalloproteinase-14
2632,P35219,1,CA8,Carbonic anhydrase-related protein
2633,P34096,1,RNASE4,Ribonuclease 4
2634,P34932,1,HSPA4,Heat shock 70 kDa protein 4
2635,P34981,1,TRHR,Thyrotropin-releasing hormone receptor
2636,P51149,1,RAB7A,Ras-related protein Rab-7a
2637,P50993,1,ATP1A2,Sodium/potassium-transporting ATPase subunit alpha-2
2638,P50914,1,RPL14,60S ribosomal protein L14
2639,P35222,1,CTNNB1,Catenin beta-1
2640,P50391,1,NPY4R,Neuropeptide Y receptor type 4
2641,P50747,1,HLCS,Biotin--protein ligase
2642,P50607,1,TUB,Tubby protein homolog
2643,P35241,1,RDX,Radixin
2644,P50453,1,SERPINB9,Serpin B9
2645,P35243,1,RCVRN,Recoverin
2646,P35247,1,SFTPD,Pulmonary surfactant-associated protein D
2647,P19622,1,EN2,Homeobox protein engrailed-2
2648,P19440,1,GGT1,Gamma-glutamyltranspeptidase 1
2649,P06731,1,CEACAM5,Carcinoembryonic antigen-related cell adhesion molecule 5
2650,P0DM35,1,MT1HL1,Metallothionein 1H-like protein 1
2651,P09429,1,HMGB1,High mobility group protein B1
2652,Q16515,1,ASIC2,Acid-sensing ion channel 2
2653,Q16513,1,PKN2,Serine/threonine-protein kinase N2
2654,Q16512,1,PKN1,Serine/threonine-protein kinase N1
2655,Q16322,1,KCNA10,Potassium voltage-gated channel subfamily A member 10
2656,Q16206,1,ENOX2,Ecto-NOX disulfide-thiol exchanger 2
2657,P09936,1,UCHL1,Ubiquitin carboxyl-terminal hydrolase isozyme L1
2658,Q15942,1,ZYX,Zyxin
2659,P0C264,1,SBK3,Uncharacterized serine/threonine-protein kinase SBK3
2660,P0CG04,1,IGLC1,Ig lambda-1 chain C regions
2661,P0CG29,1,GSTT2,Glutathione S-transferase theta-2
2662,P0CG47,1,UBB,Polyubiquitin-B
2663,P0CG48,1,UBC,Polyubiquitin-C
2664,P0DJD9,1,PGA5,Pepsin A-5
2665,Q15800,1,MSMO1,Methylsterol monooxygenase 1
2666,Q16555,1,DPYSL2,Dihydropyrimidinase-related protein 2
2667,Q16568,1,CARTPT,Cocaine- and amphetamine-regulated transcript protein
2668,Q16584,1,MAP3K11,Mitogen-activated protein kinase kinase kinase 11
2669,P08708,1,RPS17,40S ribosomal protein S17
2670,Q16760,1,DGKD,Diacylglycerol kinase delta
2671,Q16740,1,CLPP,"ATP-dependent Clp protease proteolytic subunit, mitochondrial"
2672,P08648,1,ITGA5,Integrin alpha-5
2673,Q16718,1,NDUFA5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5
2674,P08686,1,CYP21A2,Steroid 21-hydroxylase
2675,P08697,1,SERPINF2,Alpha-2-antiplasmin
2676,Q16671,1,AMHR2,Anti-Muellerian hormone type-2 receptor
2677,P09110,1,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal"
2678,P08729,1,KRT7,"Keratin, type II cytoskeletal 7"
2679,Q16659,1,MAPK6,Mitogen-activated protein kinase 6
2680,Q16651,1,PRSS8,Prostasin
2681,P08865,1,RPSA,40S ribosomal protein SA
2682,P09012,1,SNRPA,U1 small nuclear ribonucleoprotein A
2683,P09104,1,ENO2,Gamma-enolase
2684,Q15796,1,SMAD2,Mothers against decapentaplegic homolog 2
2685,Q15759,1,MAPK11,Mitogen-activated protein kinase 11
2686,P08620,1,FGF4,Fibroblast growth factor 4
2687,P10092,1,CALCB,Calcitonin gene-related peptide 2
2688,Q15125,1,EBP,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase"
2689,P10600,1,TGFB3,Transforming growth factor beta-3
2690,P10620,1,MGST1,Microsomal glutathione S-transferase 1
2691,Q15111,1,PLCL1,Inactive phospholipase C-like protein 1
2692,Q15102,1,PAFAH1B3,Platelet-activating factor acetylhydrolase IB subunit gamma
2693,Q15080,1,NCF4,Neutrophil cytosol factor 4
2694,Q15075,1,EEA1,Early endosome antigen 1
2695,Q15046,1,KARS,Lysine--tRNA ligase
2696,Q15031,1,LARS2,"Probable leucine--tRNA ligase, mitochondrial"
2697,P10768,1,ESD,S-formylglutathione hydrolase
2698,P10809,1,HSPD1,"60 kDa heat shock protein, mitochondrial"
2699,Q14978,1,NOLC1,Nucleolar and coiled-body phosphoprotein 1
2700,P10915,1,HAPLN1,Hyaluronan and proteoglycan link protein 1
2701,P10997,1,IAPP,Islet amyloid polypeptide
2702,Q14872,1,MTF1,Metal regulatory transcription factor 1
2703,Q15139,1,PRKD1,Serine/threonine-protein kinase D1
2704,Q15155,1,NOMO1,Nodal modulator 1
2705,P10599,1,TXN,Thioredoxin
2706,Q15569,1,TESK1,Dual specificity testis-specific protein kinase 1
2707,Q15750,1,TAB1,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1
2708,Q15746,1,MYLK,"Myosin light chain kinase, smooth muscle"
2709,Q15738,1,NSDHL,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating"
2710,P10109,1,FDX1,"Adrenodoxin, mitochondrial"
2711,Q15648,1,MED1,Mediator of RNA polymerase II transcription subunit 1
2712,Q15637,1,SF1,Splicing factor 1
2713,Q15428,1,SF3A2,Splicing factor 3A subunit 2
2714,Q15208,1,STK38,Serine/threonine-protein kinase 38
2715,Q15393,1,SF3B3,Splicing factor 3B subunit 3
2716,P10398,1,ARAF,Serine/threonine-protein kinase A-Raf
2717,P10412,1,HIST1H1E,Histone H1.4
2718,P10589,1,NR2F1,COUP transcription factor 1
2719,Q15274,1,QPRT,Nicotinate-nucleotide pyrophosphorylase [carboxylating]
2720,Q15238,1,PSG5,Pregnancy-specific beta-1-glycoprotein 5
2721,Q16762,1,TST,Thiosulfate sulfurtransferase
2722,P08559,1,PDHA1,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial"
2723,Q14831,1,GRM7,Metabotropic glutamate receptor 7
2724,Q5T601,1,ADGRF1,Adhesion G-protein coupled receptor F1
2725,Q6P996,1,PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1
2726,Q6P3R8,1,NEK5,Serine/threonine-protein kinase Nek5
2727,P06858,1,LPL,Lipoprotein lipase
2728,Q6NVY1,1,HIBCH,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial"
2729,Q6NUM9,1,RETSAT,"All-trans-retinol 13,14-reductase"
2730,Q6NSD4,1,GPX1,Glutathione peroxidase
2731,Q6NS38,1,ALKBH2,DNA oxidative demethylase ALKBH2
2732,Q6N063,1,OGFOD2,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2
2733,Q6MZM0,1,HEPHL1,Hephaestin-like protein 1
2734,Q6L8H2,1,KRTAP5-3,Keratin-associated protein 5-3
2735,Q6IBS8,1,DDC,DDC protein
2736,Q6IB77,1,GLYAT,Glycine N-acyltransferase
2737,Q6IA69,1,NADSYN1,Glutamine-dependent NAD(+) synthetase
2738,Q6DT37,1,CDC42BPG,Serine/threonine-protein kinase MRCK gamma
2739,Q5VZ30,1,GAD2,"Glutamate decarboxylase 2 (Pancreatic islets and brain, 65kDa)"
2740,Q6PHR2,1,ULK3,Serine/threonine-protein kinase ULK3
2741,Q6PHW0,1,IYD,Iodotyrosine deiodinase 1
2742,Q6PI48,1,DARS2,"Aspartate--tRNA ligase, mitochondrial"
2743,P06753,1,TPM3,Tropomyosin alpha-3 chain
2744,Q6ZQY3,1,GADL1,Acidic amino acid decarboxylase GADL1
2745,Q6ZN16,1,MAP3K15,Mitogen-activated protein kinase kinase kinase 15
2746,Q6ZMR3,1,LDHAL6A,L-lactate dehydrogenase A-like 6A
2747,P06748,1,NPM1,Nucleophosmin
2748,Q6WRI0,1,IGSF10,Immunoglobulin superfamily member 10
2749,Q6W5P4,1,NPSR1,Neuropeptide S receptor
2750,Q6UX15,1,LAYN,Layilin
2751,Q6PKH6,1,DHRS4L2,Dehydrogenase/reductase SDR family member 4-like 2
2752,Q6UWP2,1,DHRS11,Dehydrogenase/reductase SDR family member 11
2753,Q6UWN8,1,SPINK6,Serine protease inhibitor Kazal-type 6
2754,P06756,1,ITGAV,Integrin alpha-V
2755,Q6TGC4,1,PADI6,Protein-arginine deiminase type-6
2756,Q6QNK2,1,ADGRD1,Adhesion G-protein coupled receptor D1
2757,Q6PYX1,1,,Hepatitis B virus receptor binding protein
2758,Q5TDP6,1,LGSN,Lengsin
2759,Q5SSJ5,1,HP1BP3,Heterochromatin protein 1-binding protein 3
2760,P08519,1,LPA,Apolipoprotein(a)
2761,Q5S007,1,LRRK2,Leucine-rich repeat serine/threonine-protein kinase 2
2762,P07438,1,MT1B,Metallothionein-1B
2763,Q32MK0,1,MYLK3,Myosin light chain kinase 3
2764,P43490,1,NAMPT,Nicotinamide phosphoribosyltransferase
2765,P07510,1,CHRNG,Acetylcholine receptor subunit gamma
2766,Q2M2I8,1,AAK1,AP2-associated protein kinase 1
2767,P07585,1,DCN,Decorin
2768,P07602,1,PSAP,Prosaposin
2769,P07864,1,LDHC,L-lactate dehydrogenase C chain
2770,P08048,1,ZFY,Zinc finger Y-chromosomal protein
2771,P08174,1,CD55,Complement decay-accelerating factor
2772,P08217,1,CELA2A,Chymotrypsin-like elastase family member 2A
2773,Q16831,1,UPP1,Uridine phosphorylase 1
2774,Q16816,1,PHKG1,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform"
2775,P08493,1,MGP,Matrix Gla protein
2776,Q16774,1,GUK1,Guanylate kinase
2777,Q460N3,1,PARP15,Poly [ADP-ribose] polymerase 15
2778,Q4W8W1,1,P5CR2,Pyrroline-5-carboxylate reductase
2779,Q52WX2,1,SBK1,Serine/threonine-protein kinase SBK1
2780,Q59HE2,1,,Ornithine aminotransferase variant
2781,Q5NUL3,1,FFAR4,Free fatty acid receptor 4
2782,Q5JXX5,1,GLRA4,Glycine receptor subunit alpha-4
2783,Q5JVS0,1,HABP4,Intracellular hyaluronan-binding protein 4
2784,Q5JTZ9,1,AARS2,"Alanine--tRNA ligase, mitochondrial"
2785,Q5JPH6,1,EARS2,"Probable glutamate--tRNA ligase, mitochondrial"
2786,Q5JAM2,1,ALAS1,5-aminolevulinate synthase
2787,Q59H18,1,TNNI3K,Serine/threonine-protein kinase TNNI3K
2788,P07332,1,FES,Tyrosine-protein kinase Fes/Fps
2789,Q59GM9,1,,"Alpha-1,4 glucan phosphorylase"
2790,Q59FW3,1,,"Thyroid hormone receptor, alpha isoform 1 variant"
2791,Q59FK2,1,,Selenocysteine lyase variant
2792,Q59EB3,1,,Met proto-oncogene variant
2793,Q56UN5,1,MAP3K19,Mitogen-activated protein kinase kinase kinase 19
2794,Q53H96,1,PYCRL,Pyrroline-5-carboxylate reductase 3
2795,Q14833,1,GRM4,Metabotropic glutamate receptor 4
2796,Q14790,1,CASP8,Caspase-8
2797,P19438,1,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A
2798,P17600,1,SYN1,Synapsin-1
2799,Q07864,1,POLE,DNA polymerase epsilon catalytic subunit A
2800,Q07837,1,SLC3A1,Neutral and basic amino acid transport protein rBAT
2801,Q07820,1,MCL1,Induced myeloid leukemia cell differentiation protein Mcl-1
2802,P16591,1,FER,Tyrosine-protein kinase Fer
